user_id,date,app_name,category,screen_time_min,launches,interactions,is_productive,youtube_views,youtube_likes,youtube_comments,day,month,year,day_of_week,is_weekend,hour,time_of_day,engagement_ratio,usage_intensity
1093,2024-01-01 22:34:31.890630210,Weather,Utilities,0.36,1,6,False,0.0,0.0,0.0,1,1,2024,0,False,22,Evening,16.666666666666668,2.7777777777777777
1033,2024-01-01 23:18:13.564521507,Instagram,Social,16.06,4,5,False,0.0,0.0,0.0,1,1,2024,0,False,23,Evening,0.31133250311332505,0.24906600249066005
1023,2024-01-02 00:01:55.238412804,Spotify,Entertainment,17.65,4,4,False,0.0,0.0,0.0,2,1,2024,1,False,0,Night,0.226628895184136,0.226628895184136
1061,2024-01-02 00:45:36.912304101,YouTube,Entertainment,29.27,3,2,False,217120.0,13571.0,3245.0,2,1,2024,1,False,0,Night,0.0683293474547318,0.10249402118209772
1049,2024-01-02 01:29:18.586195398,Google Maps,Utilities,49.52,2,2,False,0.0,0.0,0.0,2,1,2024,1,False,1,Night,0.04038772213247173,0.04038772213247173
1083,2024-01-02 02:13:00.260086695,WhatsApp,Social,20.94,3,6,False,0.0,0.0,0.0,2,1,2024,1,False,2,Night,0.28653295128939826,0.14326647564469913
1055,2024-01-02 02:56:41.933977992,Slack,Productivity,22.81,2,6,True,0.0,0.0,0.0,2,1,2024,1,False,2,Night,0.263042525208242,0.08768084173608068
1027,2024-01-02 03:40:23.607869289,YouTube,Entertainment,3.36,2,5,False,455780.0,34012.0,5289.0,2,1,2024,1,False,3,Night,1.4880952380952381,0.5952380952380952
1012,2024-01-02 04:24:05.281760586,Camera,Utilities,36.4,3,6,False,0.0,0.0,0.0,2,1,2024,1,False,4,Night,0.16483516483516483,0.08241758241758242
1054,2024-01-02 05:07:46.955651883,TikTok,Entertainment,2.11,2,2,False,0.0,0.0,0.0,2,1,2024,1,False,5,Night,0.9478672985781991,0.9478672985781991
1021,2024-01-02 05:51:28.629543181,Google Maps,Utilities,21.12,2,3,False,0.0,0.0,0.0,2,1,2024,1,False,5,Night,0.14204545454545453,0.0946969696969697
1036,2024-01-02 06:35:10.303434478,Spotify,Entertainment,11.53,2,10,False,0.0,0.0,0.0,2,1,2024,1,False,6,Night,0.8673026886383348,0.17346053772766695
1085,2024-01-02 07:18:51.977325775,TikTok,Entertainment,13.1,1,5,False,0.0,0.0,0.0,2,1,2024,1,False,7,Morning,0.3816793893129771,0.07633587786259542
1017,2024-01-02 08:02:33.651217072,Chrome,Utilities,110.96,1,3,False,0.0,0.0,0.0,2,1,2024,1,False,8,Morning,0.027036770007209807,0.009012256669069936
1000,2024-01-02 08:46:15.325108369,WhatsApp,Social,13.04,2,6,False,0.0,0.0,0.0,2,1,2024,1,False,8,Morning,0.4601226993865031,0.15337423312883436
1032,2024-01-02 09:29:56.998999666,WhatsApp,Social,17.62,2,2,False,0.0,0.0,0.0,2,1,2024,1,False,9,Morning,0.11350737797956867,0.11350737797956867
1016,2024-01-02 10:13:38.672890963,YouTube,Entertainment,22.13,1,9,False,327559.0,26298.0,2334.0,2,1,2024,1,False,10,Morning,0.4066877541798464,0.045187528242205156
1035,2024-01-02 10:57:20.346782260,TikTok,Entertainment,11.08,4,9,False,0.0,0.0,0.0,2,1,2024,1,False,10,Morning,0.8122743682310469,0.36101083032490977
1059,2024-01-02 11:41:02.020673557,Netflix,Entertainment,7.0,5,10,False,0.0,0.0,0.0,2,1,2024,1,False,11,Morning,1.4285714285714286,0.7142857142857143
1031,2024-01-02 12:24:43.694564854,Chrome,Utilities,12.12,5,5,False,0.0,0.0,0.0,2,1,2024,1,False,12,Morning,0.4125412541254126,0.4125412541254126
1076,2024-01-02 13:08:25.368456152,Gmail,Utilities,3.34,2,3,False,0.0,0.0,0.0,2,1,2024,1,False,13,Afternoon,0.8982035928143713,0.5988023952095809
1069,2024-01-02 13:52:07.042347449,WhatsApp,Social,30.81,1,9,False,0.0,0.0,0.0,2,1,2024,1,False,13,Afternoon,0.2921129503407984,0.03245699448231094
1013,2024-01-02 14:35:48.716238746,Snapchat,Social,0.64,2,7,False,0.0,0.0,0.0,2,1,2024,1,False,14,Afternoon,10.9375,3.125
1080,2024-01-02 15:19:30.390130043,Camera,Utilities,3.68,2,5,False,0.0,0.0,0.0,2,1,2024,1,False,15,Afternoon,1.358695652173913,0.5434782608695652
1054,2024-01-02 16:03:12.064021340,Microsoft Teams,Productivity,38.0,2,5,True,0.0,0.0,0.0,2,1,2024,1,False,16,Afternoon,0.13157894736842105,0.05263157894736842
1088,2024-01-02 16:46:53.737912637,Evernote,Productivity,0.98,1,3,True,0.0,0.0,0.0,2,1,2024,1,False,16,Afternoon,3.061224489795918,1.0204081632653061
1035,2024-01-02 17:30:35.411803934,Snapchat,Social,10.6,5,3,False,0.0,0.0,0.0,2,1,2024,1,False,17,Afternoon,0.2830188679245283,0.4716981132075472
1062,2024-01-02 18:14:17.085695231,Facebook,Social,43.85,1,3,False,0.0,0.0,0.0,2,1,2024,1,False,18,Afternoon,0.06841505131128849,0.02280501710376283
1019,2024-01-02 18:57:58.759586528,Netflix,Entertainment,32.99,2,4,False,0.0,0.0,0.0,2,1,2024,1,False,18,Afternoon,0.12124886329190664,0.06062443164595332
1099,2024-01-02 19:41:40.433477825,Netflix,Entertainment,12.09,0,6,False,0.0,0.0,0.0,2,1,2024,1,False,19,Evening,0.49627791563275436,0.0
1043,2024-01-02 20:25:22.107369123,Chrome,Utilities,33.17,3,5,False,0.0,0.0,0.0,2,1,2024,1,False,20,Evening,0.1507386192342478,0.09044317154054868
1086,2024-01-02 21:09:03.781260420,Snapchat,Social,21.21,2,6,False,0.0,0.0,0.0,2,1,2024,1,False,21,Evening,0.2828854314002829,0.0942951438000943
1058,2024-01-02 21:52:45.455151717,Twitter,Social,8.03,1,5,False,0.0,0.0,0.0,2,1,2024,1,False,21,Evening,0.6226650062266501,0.12453300124533002
1090,2024-01-02 22:36:27.129043014,Chrome,Utilities,27.75,1,4,False,0.0,0.0,0.0,2,1,2024,1,False,22,Evening,0.14414414414414414,0.036036036036036036
1030,2024-01-02 23:20:08.802934311,Snapchat,Social,17.89,3,9,False,0.0,0.0,0.0,2,1,2024,1,False,23,Evening,0.5030743432084963,0.16769144773616546
1050,2024-01-03 00:03:50.476825608,Facebook,Social,8.14,4,10,False,0.0,0.0,0.0,3,1,2024,2,False,0,Night,1.2285012285012284,0.49140049140049136
1054,2024-01-03 00:47:32.150716905,Chrome,Utilities,10.18,3,5,False,0.0,0.0,0.0,3,1,2024,2,False,0,Night,0.4911591355599214,0.29469548133595286
1001,2024-01-03 01:31:13.824608202,WhatsApp,Social,36.72,5,5,False,0.0,0.0,0.0,3,1,2024,2,False,1,Night,0.13616557734204793,0.13616557734204793
1021,2024-01-03 02:14:55.498499499,Evernote,Productivity,68.02,3,5,True,0.0,0.0,0.0,3,1,2024,2,False,2,Night,0.07350779182593355,0.04410467509556013
1039,2024-01-03 02:58:37.172390796,WhatsApp,Social,8.91,2,3,False,0.0,0.0,0.0,3,1,2024,2,False,2,Night,0.3367003367003367,0.2244668911335578
1001,2024-01-03 03:42:18.846282094,WhatsApp,Social,3.9,3,3,False,0.0,0.0,0.0,3,1,2024,2,False,3,Night,0.7692307692307693,0.7692307692307693
1076,2024-01-03 04:26:00.520173391,Instagram,Social,18.99,0,5,False,0.0,0.0,0.0,3,1,2024,2,False,4,Night,0.26329647182727756,0.0
1037,2024-01-03 05:09:42.194064688,WhatsApp,Social,41.27,1,7,False,0.0,0.0,0.0,3,1,2024,2,False,5,Night,0.1696147322510298,0.0242306760358614
1069,2024-01-03 05:53:23.867955985,WhatsApp,Social,39.72,2,12,False,0.0,0.0,0.0,3,1,2024,2,False,5,Night,0.3021148036253776,0.050352467270896276
1032,2024-01-03 06:37:05.541847282,Instagram,Social,2.6,4,5,False,0.0,0.0,0.0,3,1,2024,2,False,6,Night,1.923076923076923,1.5384615384615383
1068,2024-01-03 07:20:47.215738579,Twitch,Entertainment,53.45,3,6,False,0.0,0.0,0.0,3,1,2024,2,False,7,Morning,0.11225444340505145,0.05612722170252572
1085,2024-01-03 08:04:28.889629876,TikTok,Entertainment,7.01,2,4,False,0.0,0.0,0.0,3,1,2024,2,False,8,Morning,0.5706134094151213,0.28530670470756064
1029,2024-01-03 08:48:10.563521173,Weather,Utilities,43.36,2,6,False,0.0,0.0,0.0,3,1,2024,2,False,8,Morning,0.13837638376383765,0.046125461254612546
1043,2024-01-03 09:31:52.237412470,Twitch,Entertainment,30.3,1,4,False,0.0,0.0,0.0,3,1,2024,2,False,9,Morning,0.132013201320132,0.033003300330033
1011,2024-01-03 10:15:33.911303767,Chrome,Utilities,4.03,0,8,False,0.0,0.0,0.0,3,1,2024,2,False,10,Morning,1.9851116625310172,0.0
1007,2024-01-03 10:59:15.585195065,Weather,Utilities,37.65,3,4,False,0.0,0.0,0.0,3,1,2024,2,False,10,Morning,0.10624169986719788,0.0796812749003984
1036,2024-01-03 11:42:57.259086362,Google Maps,Utilities,13.83,3,6,False,0.0,0.0,0.0,3,1,2024,2,False,11,Morning,0.43383947939262474,0.21691973969631237
1049,2024-01-03 12:26:38.932977659,TikTok,Entertainment,9.84,2,12,False,0.0,0.0,0.0,3,1,2024,2,False,12,Morning,1.2195121951219512,0.2032520325203252
1046,2024-01-03 13:10:20.606868956,Spotify,Entertainment,30.23,2,4,False,0.0,0.0,0.0,3,1,2024,2,False,13,Afternoon,0.13231888852133641,0.06615944426066821
1096,2024-01-03 13:54:02.280760253,Weather,Utilities,20.25,2,4,False,0.0,0.0,0.0,3,1,2024,2,False,13,Afternoon,0.19753086419753085,0.09876543209876543
1004,2024-01-03 14:37:43.954651550,Snapchat,Social,53.19,5,4,False,0.0,0.0,0.0,3,1,2024,2,False,14,Afternoon,0.07520210565895845,0.09400263207369806
1003,2024-01-03 15:21:25.628542847,Camera,Utilities,21.09,4,3,False,0.0,0.0,0.0,3,1,2024,2,False,15,Afternoon,0.1422475106685633,0.1896633475580844
1016,2024-01-03 16:05:07.302434144,Netflix,Entertainment,34.43,2,8,False,0.0,0.0,0.0,3,1,2024,2,False,16,Afternoon,0.23235550392099913,0.05808887598024978
1046,2024-01-03 16:48:48.976325441,Facebook,Social,1.81,2,7,False,0.0,0.0,0.0,3,1,2024,2,False,16,Afternoon,3.867403314917127,1.1049723756906078
1031,2024-01-03 17:32:30.650216738,Microsoft Teams,Productivity,23.94,3,3,True,0.0,0.0,0.0,3,1,2024,2,False,17,Afternoon,0.12531328320802004,0.12531328320802004
1086,2024-01-03 18:16:12.324108036,WhatsApp,Social,5.5,0,12,False,0.0,0.0,0.0,3,1,2024,2,False,18,Afternoon,2.1818181818181817,0.0
1042,2024-01-03 18:59:53.997999333,Weather,Utilities,3.66,4,3,False,0.0,0.0,0.0,3,1,2024,2,False,18,Afternoon,0.819672131147541,1.0928961748633879
1096,2024-01-03 19:43:35.671890630,Instagram,Social,49.78,1,4,False,0.0,0.0,0.0,3,1,2024,2,False,19,Evening,0.08035355564483729,0.020088388911209322
1071,2024-01-03 20:27:17.345781927,Twitch,Entertainment,1.06,1,5,False,0.0,0.0,0.0,3,1,2024,2,False,20,Evening,4.716981132075471,0.9433962264150942
1023,2024-01-03 21:10:59.019673224,Google Maps,Utilities,45.77,2,2,False,0.0,0.0,0.0,3,1,2024,2,False,21,Evening,0.043696744592527856,0.043696744592527856
1044,2024-01-03 21:54:40.693564521,Twitter,Social,29.9,0,6,False,0.0,0.0,0.0,3,1,2024,2,False,21,Evening,0.20066889632107024,0.0
1076,2024-01-03 22:38:22.367455818,Gmail,Utilities,59.13,0,3,False,0.0,0.0,0.0,3,1,2024,2,False,22,Evening,0.050735667174023336,0.0
1020,2024-01-03 23:22:04.041347115,Weather,Utilities,4.85,1,5,False,0.0,0.0,0.0,3,1,2024,2,False,23,Evening,1.0309278350515465,0.2061855670103093
1047,2024-01-04 00:05:45.715238412,Camera,Utilities,20.25,2,5,False,0.0,0.0,0.0,4,1,2024,3,False,0,Night,0.24691358024691357,0.09876543209876543
1005,2024-01-04 00:49:27.389129709,Google Maps,Utilities,38.76,1,4,False,0.0,0.0,0.0,4,1,2024,3,False,0,Night,0.10319917440660475,0.02579979360165119
1055,2024-01-04 01:33:09.063021007,Twitter,Social,102.75,2,3,False,0.0,0.0,0.0,4,1,2024,3,False,1,Night,0.029197080291970802,0.019464720194647202
1095,2024-01-04 02:16:50.736912304,Camera,Utilities,73.66,1,3,False,0.0,0.0,0.0,4,1,2024,3,False,2,Night,0.040727667662231876,0.013575889220743959
1034,2024-01-04 03:00:32.410803601,Google Maps,Utilities,45.09,1,6,False,0.0,0.0,0.0,4,1,2024,3,False,3,Night,0.1330671989354624,0.022177866489243733
1084,2024-01-04 03:44:14.084694898,Slack,Productivity,31.55,4,9,True,0.0,0.0,0.0,4,1,2024,3,False,3,Night,0.28526148969889065,0.12678288431061807
1001,2024-01-04 04:27:55.758586195,Snapchat,Social,13.49,1,5,False,0.0,0.0,0.0,4,1,2024,3,False,4,Night,0.37064492216456635,0.07412898443291327
1018,2024-01-04 05:11:37.432477492,Google Docs,Productivity,21.91,5,5,True,0.0,0.0,0.0,4,1,2024,3,False,5,Night,0.22820629849383842,0.22820629849383842
1079,2024-01-04 05:55:19.106368789,Snapchat,Social,17.06,0,4,False,0.0,0.0,0.0,4,1,2024,3,False,5,Night,0.2344665885111372,0.0
1071,2024-01-04 06:39:00.780260086,TikTok,Entertainment,33.67,1,7,False,0.0,0.0,0.0,4,1,2024,3,False,6,Night,0.20790020790020788,0.0297000297000297
1022,2024-01-04 07:22:42.454151383,Notion,Productivity,5.75,4,9,True,0.0,0.0,0.0,4,1,2024,3,False,7,Morning,1.565217391304348,0.6956521739130435
1078,2024-01-04 08:06:24.128042680,Google Docs,Productivity,3.32,0,5,True,0.0,0.0,0.0,4,1,2024,3,False,8,Morning,1.5060240963855422,0.0
1021,2024-01-04 08:50:05.801933978,Google Docs,Productivity,9.39,3,4,True,0.0,0.0,0.0,4,1,2024,3,False,8,Morning,0.4259850905218317,0.3194888178913738
1095,2024-01-04 09:33:47.475825275,Twitch,Entertainment,18.12,0,3,False,0.0,0.0,0.0,4,1,2024,3,False,9,Morning,0.16556291390728475,0.0
1019,2024-01-04 10:17:29.149716572,Notion,Productivity,2.91,5,4,True,0.0,0.0,0.0,4,1,2024,3,False,10,Morning,1.3745704467353952,1.7182130584192439
1022,2024-01-04 11:01:10.823607869,Snapchat,Social,16.11,1,5,False,0.0,0.0,0.0,4,1,2024,3,False,11,Morning,0.31036623215394166,0.062073246430788334
1071,2024-01-04 11:44:52.497499166,Weather,Utilities,20.22,1,4,False,0.0,0.0,0.0,4,1,2024,3,False,11,Morning,0.19782393669634027,0.04945598417408507
1023,2024-01-04 12:28:34.171390463,Evernote,Productivity,24.14,3,4,True,0.0,0.0,0.0,4,1,2024,3,False,12,Morning,0.16570008285004142,0.12427506213753106
1034,2024-01-04 13:12:15.845281760,Google Maps,Utilities,0.67,0,3,False,0.0,0.0,0.0,4,1,2024,3,False,13,Afternoon,4.477611940298507,0.0
1020,2024-01-04 13:55:57.519173057,YouTube,Entertainment,37.65,0,5,False,494839.0,30195.0,7279.0,4,1,2024,3,False,13,Afternoon,0.13280212483399734,0.0
1017,2024-01-04 14:39:39.193064354,Microsoft Teams,Productivity,24.88,0,8,True,0.0,0.0,0.0,4,1,2024,3,False,14,Afternoon,0.3215434083601286,0.0
1077,2024-01-04 15:23:20.866955651,Facebook,Social,25.82,2,2,False,0.0,0.0,0.0,4,1,2024,3,False,15,Afternoon,0.07745933384972889,0.07745933384972889
1068,2024-01-04 16:07:02.540846949,Microsoft Teams,Productivity,3.5,4,5,True,0.0,0.0,0.0,4,1,2024,3,False,16,Afternoon,1.4285714285714286,1.1428571428571428
1090,2024-01-04 16:50:44.214738246,Google Maps,Utilities,55.3,1,5,False,0.0,0.0,0.0,4,1,2024,3,False,16,Afternoon,0.09041591320072333,0.018083182640144666
1029,2024-01-04 17:34:25.888629543,Gmail,Utilities,28.41,1,6,False,0.0,0.0,0.0,4,1,2024,3,False,17,Afternoon,0.21119324181626187,0.03519887363604365
1057,2024-01-04 18:18:07.562520840,Microsoft Teams,Productivity,13.93,3,6,True,0.0,0.0,0.0,4,1,2024,3,False,18,Afternoon,0.43072505384063176,0.21536252692031588
1007,2024-01-04 19:01:49.236412137,Spotify,Entertainment,14.09,2,4,False,0.0,0.0,0.0,4,1,2024,3,False,19,Evening,0.28388928317955997,0.14194464158977999
1069,2024-01-04 19:45:30.910303434,Camera,Utilities,2.2,4,5,False,0.0,0.0,0.0,4,1,2024,3,False,19,Evening,2.2727272727272725,1.8181818181818181
1091,2024-01-04 20:29:12.584194731,Facebook,Social,47.31,1,8,False,0.0,0.0,0.0,4,1,2024,3,False,20,Evening,0.16909744240118368,0.02113718030014796
1072,2024-01-04 21:12:54.258086028,Camera,Utilities,6.15,3,7,False,0.0,0.0,0.0,4,1,2024,3,False,21,Evening,1.1382113821138211,0.4878048780487805
1054,2024-01-04 21:56:35.931977325,Spotify,Entertainment,4.7,2,4,False,0.0,0.0,0.0,4,1,2024,3,False,21,Evening,0.851063829787234,0.425531914893617
1081,2024-01-04 22:40:17.605868622,Slack,Productivity,61.13,1,3,True,0.0,0.0,0.0,4,1,2024,3,False,22,Evening,0.049075740225748406,0.016358580075249467
1095,2024-01-04 23:23:59.279759920,Evernote,Productivity,15.05,3,6,True,0.0,0.0,0.0,4,1,2024,3,False,23,Evening,0.39867109634551495,0.19933554817275748
1073,2024-01-05 00:07:40.953651217,Chrome,Utilities,39.93,1,9,False,0.0,0.0,0.0,5,1,2024,4,False,0,Night,0.22539444027047334,0.02504382669671926
1001,2024-01-05 00:51:22.627542514,Slack,Productivity,4.18,0,6,True,0.0,0.0,0.0,5,1,2024,4,False,0,Night,1.4354066985645935,0.0
1025,2024-01-05 01:35:04.301433811,Spotify,Entertainment,25.36,1,3,False,0.0,0.0,0.0,5,1,2024,4,False,1,Night,0.11829652996845426,0.03943217665615142
1067,2024-01-05 02:18:45.975325108,YouTube,Entertainment,40.04,3,4,False,34176.0,1229.0,368.0,5,1,2024,4,False,2,Night,0.0999000999000999,0.07492507492507493
1099,2024-01-05 03:02:27.649216405,Twitch,Entertainment,8.92,3,2,False,0.0,0.0,0.0,5,1,2024,4,False,3,Night,0.2242152466367713,0.336322869955157
1029,2024-01-05 03:46:09.323107702,Evernote,Productivity,9.01,2,4,True,0.0,0.0,0.0,5,1,2024,4,False,3,Night,0.4439511653718091,0.22197558268590456
1023,2024-01-05 04:29:50.996998999,Twitch,Entertainment,14.9,4,7,False,0.0,0.0,0.0,5,1,2024,4,False,4,Night,0.4697986577181208,0.2684563758389262
1005,2024-01-05 05:13:32.670890296,WhatsApp,Social,19.98,3,3,False,0.0,0.0,0.0,5,1,2024,4,False,5,Night,0.15015015015015015,0.15015015015015015
1045,2024-01-05 05:57:14.344781593,Notion,Productivity,12.25,0,3,True,0.0,0.0,0.0,5,1,2024,4,False,5,Night,0.24489795918367346,0.0
1037,2024-01-05 06:40:56.018672891,Netflix,Entertainment,36.94,3,4,False,0.0,0.0,0.0,5,1,2024,4,False,6,Night,0.10828370330265295,0.08121277747698971
1007,2024-01-05 07:24:37.692564188,Weather,Utilities,22.17,5,5,False,0.0,0.0,0.0,5,1,2024,4,False,7,Morning,0.22552999548940006,0.22552999548940006
1029,2024-01-05 08:08:19.366455485,Netflix,Entertainment,24.13,1,5,False,0.0,0.0,0.0,5,1,2024,4,False,8,Morning,0.20721094073767096,0.04144218814753419
1026,2024-01-05 08:52:01.040346782,Camera,Utilities,5.21,3,7,False,0.0,0.0,0.0,5,1,2024,4,False,8,Morning,1.3435700575815739,0.5758157389635317
1009,2024-01-05 09:35:42.714238079,Spotify,Entertainment,12.18,1,5,False,0.0,0.0,0.0,5,1,2024,4,False,9,Morning,0.41050903119868637,0.08210180623973727
1021,2024-01-05 10:19:24.388129376,Chrome,Utilities,2.42,2,3,False,0.0,0.0,0.0,5,1,2024,4,False,10,Morning,1.2396694214876034,0.8264462809917356
1076,2024-01-05 11:03:06.062020673,Twitch,Entertainment,19.55,3,8,False,0.0,0.0,0.0,5,1,2024,4,False,11,Morning,0.4092071611253197,0.1534526854219949
1005,2024-01-05 11:46:47.735911970,Microsoft Teams,Productivity,67.2,1,3,True,0.0,0.0,0.0,5,1,2024,4,False,11,Morning,0.044642857142857144,0.01488095238095238
1050,2024-01-05 12:30:29.409803267,Google Maps,Utilities,63.36,3,3,False,0.0,0.0,0.0,5,1,2024,4,False,12,Morning,0.04734848484848485,0.04734848484848485
1065,2024-01-05 13:14:11.083694564,Camera,Utilities,93.37,3,4,False,0.0,0.0,0.0,5,1,2024,4,False,13,Afternoon,0.04284031273428296,0.03213023455071222
1098,2024-01-05 13:57:52.757585861,WhatsApp,Social,36.46,2,5,False,0.0,0.0,0.0,5,1,2024,4,False,13,Afternoon,0.13713658804168952,0.05485463521667581
1047,2024-01-05 14:41:34.431477159,Weather,Utilities,20.34,1,5,False,0.0,0.0,0.0,5,1,2024,4,False,14,Afternoon,0.2458210422812193,0.049164208456243856
1066,2024-01-05 15:25:16.105368456,Weather,Utilities,60.67,1,5,False,0.0,0.0,0.0,5,1,2024,4,False,15,Afternoon,0.08241305422778968,0.016482610845557934
1090,2024-01-05 16:08:57.779259753,Chrome,Utilities,22.23,0,4,False,0.0,0.0,0.0,5,1,2024,4,False,16,Afternoon,0.1799370220422852,0.0
1073,2024-01-05 16:52:39.453151050,Facebook,Social,11.81,2,1,False,0.0,0.0,0.0,5,1,2024,4,False,16,Afternoon,0.0846740050804403,0.1693480101608806
1000,2024-01-05 17:36:21.127042347,WhatsApp,Social,90.65,1,2,False,0.0,0.0,0.0,5,1,2024,4,False,17,Afternoon,0.02206287920573635,0.011031439602868174
1045,2024-01-05 18:20:02.800933644,Facebook,Social,12.73,2,5,False,0.0,0.0,0.0,5,1,2024,4,False,18,Afternoon,0.3927729772191673,0.15710919088766692
1033,2024-01-05 19:03:44.474824941,Google Docs,Productivity,0.6,3,6,True,0.0,0.0,0.0,5,1,2024,4,False,19,Evening,10.0,5.0
